semantic_loop_id,primitive_loop_id,canonical_primitive_core,closed_path,transition_length,allowed_orientations,reverse_path_id,motif_type,development_count,stock_breadth,session_breadth,month_breadth,quarter_breadth,clock_breadth,top_stock_share,top_month_share,complete_semantic_identity,source_gap_free,primary_length_eligible,sensitivity_length_eligible,selection_period,support_pass,run_id,git_sha,contract_hash,data_snapshot_hash,dictionary_version,dictionary_hash,state_model_version,research_only,execution_enabled,order_placement,broker_connected,economic_outcomes_used,payoff_selection_used,production_runtime_modified,strategy_promotion,decision_id,symbol,session,decision_timestamp,event_timestamp,source_artifact,source_hash
loop_p_0-3-1-0,loop_p_0-3-1-0,"[0, 3, 1]","[0, 3, 1, 0]",3,"[[0, 3, 1, 0], [1, 0, 3, 1], [3, 1, 0, 3]]",loop_p_0-1-3-0,primitive,7196,22,823,12,4,3,0.121317398555,0.156892718177,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-2-0,loop_p_0-3-1-2-0,"[0, 3, 1, 2]","[0, 3, 1, 2, 0]",4,"[[0, 3, 1, 2, 0], [1, 2, 0, 3, 1], [2, 0, 3, 1, 2], [3, 1, 2, 0, 3]]",loop_p_0-2-1-3-0,primitive,1906,21,267,12,4,3,0.131689401889,0.142707240294,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-2-4-0,loop_p_0-3-1-2-4-0,"[0, 3, 1, 2, 4]","[0, 3, 1, 2, 4, 0]",5,"[[0, 3, 1, 2, 4, 0], [1, 2, 4, 0, 3, 1], [2, 4, 0, 3, 1, 2], [3, 1, 2, 4, 0, 3], [4, 0, 3, 1, 2, 4]]",loop_p_0-4-2-1-3-0,primitive,88,10,16,9,4,2,0.261363636364,0.193181818182,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-4-0,loop_p_0-3-1-4-0,"[0, 3, 1, 4]","[0, 3, 1, 4, 0]",4,"[[0, 3, 1, 4, 0], [1, 4, 0, 3, 1], [3, 1, 4, 0, 3], [4, 0, 3, 1, 4]]",loop_p_0-4-1-3-0,primitive,248,18,33,8,4,2,0.157258064516,0.342741935484,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-4-2-0,loop_p_0-3-1-4-2-0,"[0, 3, 1, 4, 2]","[0, 3, 1, 4, 2, 0]",5,"[[0, 3, 1, 4, 2, 0], [1, 4, 2, 0, 3, 1], [2, 0, 3, 1, 4, 2], [3, 1, 4, 2, 0, 3], [4, 2, 0, 3, 1, 4]]",loop_p_0-2-4-1-3-0,primitive,376,18,46,12,4,3,0.164893617021,0.186170212766,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-4-5-6-0,loop_p_0-3-1-4-5-6-0,"[0, 3, 1, 4, 5, 6]","[0, 3, 1, 4, 5, 6, 0]",6,"[[0, 3, 1, 4, 5, 6, 0], [1, 4, 5, 6, 0, 3, 1], [3, 1, 4, 5, 6, 0, 3], [4, 5, 6, 0, 3, 1, 4], [5, 6, 0, 3, 1, 4, 5], [6, 0, 3, 1, 4, 5, 6]]",loop_p_0-6-5-4-1-3-0,primitive,1,1,1,1,1,1,1,1,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-4-6-0,loop_p_0-3-1-4-6-0,"[0, 3, 1, 4, 6]","[0, 3, 1, 4, 6, 0]",5,"[[0, 3, 1, 4, 6, 0], [1, 4, 6, 0, 3, 1], [3, 1, 4, 6, 0, 3], [4, 6, 0, 3, 1, 4], [6, 0, 3, 1, 4, 6]]",loop_p_0-6-4-1-3-0,primitive,2,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-4-6-2-0,loop_p_0-3-1-4-6-2-0,"[0, 3, 1, 4, 6, 2]","[0, 3, 1, 4, 6, 2, 0]",6,"[[0, 3, 1, 4, 6, 2, 0], [1, 4, 6, 2, 0, 3, 1], [2, 0, 3, 1, 4, 6, 2], [3, 1, 4, 6, 2, 0, 3], [4, 6, 2, 0, 3, 1, 4], [6, 2, 0, 3, 1, 4, 6]]",loop_p_0-2-6-4-1-3-0,primitive,7,1,1,1,1,1,1,1,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-5-2-0,loop_p_0-3-1-5-2-0,"[0, 3, 1, 5, 2]","[0, 3, 1, 5, 2, 0]",5,"[[0, 3, 1, 5, 2, 0], [1, 5, 2, 0, 3, 1], [2, 0, 3, 1, 5, 2], [3, 1, 5, 2, 0, 3], [5, 2, 0, 3, 1, 5]]",loop_p_0-2-5-1-3-0,primitive,54,3,5,4,3,2,0.537037037037,0.537037037037,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-5-4-0,loop_p_0-3-1-5-4-0,"[0, 3, 1, 5, 4]","[0, 3, 1, 5, 4, 0]",5,"[[0, 3, 1, 5, 4, 0], [1, 5, 4, 0, 3, 1], [3, 1, 5, 4, 0, 3], [4, 0, 3, 1, 5, 4], [5, 4, 0, 3, 1, 5]]",loop_p_0-4-5-1-3-0,primitive,5,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-6-0,loop_p_0-3-1-6-0,"[0, 3, 1, 6]","[0, 3, 1, 6, 0]",4,"[[0, 3, 1, 6, 0], [1, 6, 0, 3, 1], [3, 1, 6, 0, 3], [6, 0, 3, 1, 6]]",loop_p_0-6-1-3-0,primitive,13,2,2,2,2,2,0.923076923077,0.923076923077,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-1-6-4-0,loop_p_0-3-1-6-4-0,"[0, 3, 1, 6, 4]","[0, 3, 1, 6, 4, 0]",5,"[[0, 3, 1, 6, 4, 0], [1, 6, 4, 0, 3, 1], [3, 1, 6, 4, 0, 3], [4, 0, 3, 1, 6, 4], [6, 4, 0, 3, 1, 6]]",loop_p_0-4-6-1-3-0,primitive,9,1,1,1,1,2,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-2-0,loop_p_0-3-2-0,"[0, 3, 2]","[0, 3, 2, 0]",3,"[[0, 3, 2, 0], [2, 0, 3, 2], [3, 2, 0, 3]]",loop_p_0-2-3-0,primitive,571,22,93,12,4,3,0.119089316988,0.203152364273,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-2-1-0,loop_p_0-3-2-1-0,"[0, 3, 2, 1]","[0, 3, 2, 1, 0]",4,"[[0, 3, 2, 1, 0], [1, 0, 3, 2, 1], [2, 1, 0, 3, 2], [3, 2, 1, 0, 3]]",loop_p_0-1-2-3-0,primitive,386,20,57,12,4,3,0.186528497409,0.212435233161,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-2-1-4-0,loop_p_0-3-2-1-4-0,"[0, 3, 2, 1, 4]","[0, 3, 2, 1, 4, 0]",5,"[[0, 3, 2, 1, 4, 0], [1, 4, 0, 3, 2, 1], [2, 1, 4, 0, 3, 2], [3, 2, 1, 4, 0, 3], [4, 0, 3, 2, 1, 4]]",loop_p_0-4-1-2-3-0,primitive,16,3,4,4,2,2,0.5,0.5,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-2-4-0,loop_p_0-3-2-4-0,"[0, 3, 2, 4]","[0, 3, 2, 4, 0]",4,"[[0, 3, 2, 4, 0], [2, 4, 0, 3, 2], [3, 2, 4, 0, 3], [4, 0, 3, 2, 4]]",loop_p_0-4-2-3-0,primitive,18,2,3,2,2,2,0.777777777778,0.833333333333,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-2-4-1-0,loop_p_0-3-2-4-1-0,"[0, 3, 2, 4, 1]","[0, 3, 2, 4, 1, 0]",5,"[[0, 3, 2, 4, 1, 0], [1, 0, 3, 2, 4, 1], [2, 4, 1, 0, 3, 2], [3, 2, 4, 1, 0, 3], [4, 1, 0, 3, 2, 4]]",loop_p_0-1-4-2-3-0,primitive,23,2,2,2,2,2,0.652173913043,0.652173913043,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-2-5-0,loop_p_0-3-2-5-0,"[0, 3, 2, 5]","[0, 3, 2, 5, 0]",4,"[[0, 3, 2, 5, 0], [2, 5, 0, 3, 2], [3, 2, 5, 0, 3], [5, 0, 3, 2, 5]]",loop_p_0-5-2-3-0,primitive,1,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-0,loop_p_0-3-4-0,"[0, 3, 4]","[0, 3, 4, 0]",3,"[[0, 3, 4, 0], [3, 4, 0, 3], [4, 0, 3, 4]]",loop_p_0-4-3-0,primitive,468,18,70,10,4,3,0.123931623932,0.151709401709,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-1-0,loop_p_0-3-4-1-0,"[0, 3, 4, 1]","[0, 3, 4, 1, 0]",4,"[[0, 3, 4, 1, 0], [1, 0, 3, 4, 1], [3, 4, 1, 0, 3], [4, 1, 0, 3, 4]]",loop_p_0-1-4-3-0,primitive,437,21,80,12,4,3,0.16704805492,0.194508009153,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-1-2-0,loop_p_0-3-4-1-2-0,"[0, 3, 4, 1, 2]","[0, 3, 4, 1, 2, 0]",5,"[[0, 3, 4, 1, 2, 0], [1, 2, 0, 3, 4, 1], [2, 0, 3, 4, 1, 2], [3, 4, 1, 2, 0, 3], [4, 1, 2, 0, 3, 4]]",loop_p_0-2-1-4-3-0,primitive,282,16,34,11,4,3,0.148936170213,0.173758865248,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-2-0,loop_p_0-3-4-2-0,"[0, 3, 4, 2]","[0, 3, 4, 2, 0]",4,"[[0, 3, 4, 2, 0], [2, 0, 3, 4, 2], [3, 4, 2, 0, 3], [4, 2, 0, 3, 4]]",loop_p_0-2-4-3-0,primitive,527,21,75,12,4,3,0.134724857685,0.14990512334,True,True,True,False,development,True,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-2-1-0,loop_p_0-3-4-2-1-0,"[0, 3, 4, 2, 1]","[0, 3, 4, 2, 1, 0]",5,"[[0, 3, 4, 2, 1, 0], [1, 0, 3, 4, 2, 1], [2, 1, 0, 3, 4, 2], [3, 4, 2, 1, 0, 3], [4, 2, 1, 0, 3, 4]]",loop_p_0-1-2-4-3-0,primitive,225,16,40,12,4,3,0.191111111111,0.155555555556,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-2-1-6-0,loop_p_0-3-4-2-1-6-0,"[0, 3, 4, 2, 1, 6]","[0, 3, 4, 2, 1, 6, 0]",6,"[[0, 3, 4, 2, 1, 6, 0], [1, 6, 0, 3, 4, 2, 1], [2, 1, 6, 0, 3, 4, 2], [3, 4, 2, 1, 6, 0, 3], [4, 2, 1, 6, 0, 3, 4], [6, 0, 3, 4, 2, 1, 6]]",loop_p_0-6-1-2-4-3-0,primitive,1,1,1,1,1,1,1,1,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-2-6-0,loop_p_0-3-4-2-6-0,"[0, 3, 4, 2, 6]","[0, 3, 4, 2, 6, 0]",5,"[[0, 3, 4, 2, 6, 0], [2, 6, 0, 3, 4, 2], [3, 4, 2, 6, 0, 3], [4, 2, 6, 0, 3, 4], [6, 0, 3, 4, 2, 6]]",loop_p_0-6-2-4-3-0,primitive,3,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-5-1-0,loop_p_0-3-4-5-1-0,"[0, 3, 4, 5, 1]","[0, 3, 4, 5, 1, 0]",5,"[[0, 3, 4, 5, 1, 0], [1, 0, 3, 4, 5, 1], [3, 4, 5, 1, 0, 3], [4, 5, 1, 0, 3, 4], [5, 1, 0, 3, 4, 5]]",loop_p_0-1-5-4-3-0,primitive,24,1,1,1,1,1,1,1,True,True,True,False,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
loop_p_0-3-4-5-2-1-0,loop_p_0-3-4-5-2-1-0,"[0, 3, 4, 5, 2, 1]","[0, 3, 4, 5, 2, 1, 0]",6,"[[0, 3, 4, 5, 2, 1, 0], [1, 0, 3, 4, 5, 2, 1], [2, 1, 0, 3, 4, 5, 2], [3, 4, 5, 2, 1, 0, 3], [4, 5, 2, 1, 0, 3, 4], [5, 2, 1, 0, 3, 4, 5]]",loop_p_0-1-2-5-4-3-0,primitive,17,2,2,2,2,1,0.882352941176,0.882352941176,True,True,False,True,development,False,fc05b0eb9dede535bf255bd8,ee04e735b09f237a4a415c75cbf5c4569a921ed6,dfb2abfbd0d5b5431e372074ac76155f3b014339202325da0f365007267a4de8,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661,semantic_loop_dictionary_first_event_v2,9f39bf57c2637dfa7f465103306ac6c7d17a321a036b175cc222dc1a204cd918,causal_semimarkov_posterior_export_v2_tail78,True,False,disabled,False,False,False,False,False,not_applicable,not_applicable,not_applicable,,,candidate_loop_universe.parquet,48d2141ef993928d4e8a01d6b3c24dff665280c67f4167115b453613460cc661
